#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49
PWY-5899:_superpathway_of_menaquinol-13_biosynthesis	6.91197e-05	8.7929e-05	3.5897e-05	7.3172e-05	4.942e-05	7.07646e-05	0.0	0.000127622	7.08461e-05	1.40319e-05	0.0	0.000164637	0.000186212	0.000110616	0.000111973	2.87127e-05	8.08494e-05	4.95608e-05	1.64815e-05	0.0	0.0	0.000170503	0.0	0.000112802	2.04266e-05	0.0	1.57684e-05	0.000156747	0.000158808	0.000168642	0.000150383	0.000186234	0.000293359	3.7765e-05	0.000544575	0.00022186	0.000131381	0.000111767	2.08346e-05	0.000148073	5.74923e-05	0.000105377	0.000239236	7.98487e-06	2.75277e-05	6.73961e-05	0.0	0.000192433	0.000225321
PWY-5910:_superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)	1.27999e-05	2.99469e-05	5.73096e-06	5.00304e-06	2.25239e-05	8.57477e-05	0.0	5.43268e-05	7.42313e-06	0.0	0.0	0.000360109	8.18391e-05	2.13029e-05	0.0	3.3366e-05	1.91232e-05	0.0	0.0	1.31272e-06	0.0	8.66934e-05	0.0	6.65149e-05	4.46895e-05	3.73728e-06	0.0	0.000139264	0.0	0.0	5.00096e-05	1.69984e-05	0.0	4.14948e-06	0.0	0.0	1.86751e-05	2.10512e-05	3.8702e-06	0.000200178	7.11334e-06	8.05572e-06	5.71725e-05	4.05692e-06	1.06284e-05	1.3141e-06	1.41377e-06	1.12399e-05	1.86721e-05
PWY-5913:_TCA_cycle_VI_(obligate_autotrophs)	1.35185e-05	4.45388e-05	1.47719e-05	3.26624e-05	6.4727e-05	2.2574e-05	0.0	0.000111775	2.76759e-05	9.23148e-06	0.0	0.000110236	0.000242565	8.86093e-06	3.25415e-05	2.99143e-05	2.17137e-05	1.43147e-05	1.55476e-05	2.72905e-06	0.0	9.62328e-05	0.0	3.82355e-05	2.2095e-05	1.49089e-05	1.8688e-05	0.000112349	5.12809e-06	5.52941e-05	0.0001128	0.000141626	0.0	2.92854e-05	0.0	1.77846e-05	0.000121032	3.13872e-05	1.33669e-05	0.000186291	1.58104e-05	6.29212e-05	0.000290331	7.59802e-06	9.73661e-06	7.54094e-05	6.33981e-06	5.45606e-05	0.000241832
PWY-5918:_superpathay_of_heme_biosynthesis_from_glutamate	6.51315e-05	0.000103613	2.30296e-05	3.74691e-05	4.89441e-05	5.09278e-05	0.0	0.000123447	0.000107173	2.97985e-05	3.09275e-05	0.000212501	0.000206234	7.48712e-05	2.64165e-05	5.8497e-05	4.70728e-05	0.000155178	0.000107462	1.4393e-05	0.0	0.000113311	0.0	0.0	3.77611e-05	2.21351e-06	1.63916e-05	0.000204674	0.000166705	0.000171271	0.000214301	0.000206216	0.000292342	2.51401e-05	0.000407231	0.000228936	0.00013872	0.000154845	3.40606e-05	0.000168664	5.43767e-05	8.65804e-05	0.000253147	2.43174e-05	1.6229e-05	8.13586e-05	7.18698e-06	0.000110312	0.000243723
PWY-5920:_superpathway_of_heme_biosynthesis_from_glycine	3.56519e-05	5.2756e-05	6.54962e-06	2.95298e-05	2.38627e-05	3.26321e-05	0.0	8.91415e-05	4.38395e-05	6.54145e-06	0.0	0.000160348	0.000202037	4.98532e-05	0.0	2.82917e-05	3.48183e-05	4.32835e-05	0.0	0.0	0.0	7.96267e-05	0.0	0.0	9.10279e-06	1.49564e-06	3.67599e-06	0.000204391	0.000154735	0.000156704	0.000213784	0.000180062	0.000291568	2.3569e-05	0.000434847	0.000206429	0.000105045	6.42014e-05	1.12755e-05	0.000179784	3.81985e-05	6.35179e-05	0.000233233	5.61778e-06	7.35121e-06	7.04364e-05	3.23756e-06	9.04829e-05	0.000194115
PWY-5941:_glycogen_degradation_II_(eukaryotic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31974e-06	0.0	0.0	0.0	0.0	9.97099e-06	0.0	0.0	0.0	1.25697e-05	0.0
PWY-5971:_palmitate_biosynthesis_II_(bacteria_and_plants)	9.90021e-05	0.000188469	6.53359e-05	7.56439e-05	9.12586e-05	0.000325027	0.0	0.000284299	0.000138567	5.94187e-05	4.31142e-06	0.000356711	0.000361629	0.000187398	0.0	0.000197474	0.000224506	0.000109463	5.07324e-05	3.16502e-05	0.0	0.000383677	0.0	0.0	0.000268734	4.30106e-05	0.000106102	0.000446115	0.0	0.0	0.000322023	0.000227533	0.0	2.6549e-05	0.0	0.000291925	0.00025019	0.00020466	2.99123e-05	0.000392634	0.000107598	9.42554e-05	0.000405584	2.61761e-05	0.000108001	6.21482e-05	1.56354e-05	0.000222544	0.0003035
PWY-5973:_cis-vaccenate_biosynthesis	0.000297394	0.000362487	0.000163692	8.23206e-05	8.38068e-05	0.000974297	0.0	0.00021469	0.000535895	0.000175423	6.39529e-05	0.000441137	0.000289707	0.000873259	0.000548703	0.000561105	0.000688268	0.000712349	0.000437217	5.5931e-05	0.0	0.00070151	0.0	0.000410881	0.000830495	0.00081479	0.000571991	0.000385511	1.96124e-05	8.4106e-05	0.000318791	0.000189956	2.53988e-05	2.61493e-05	0.0	0.000330126	0.000278701	0.00043491	4.98081e-05	0.000330801	0.000342662	0.000107635	0.000336529	5.91707e-05	0.000179774	0.00013359	5.58838e-05	0.000354293	0.000276986
PWY-5989:_stearate_biosynthesis_II_(bacteria_and_plants)	7.96581e-05	0.000143119	4.45835e-05	7.07781e-05	9.17881e-05	0.000175173	0.0	0.000254987	9.58024e-05	4.68214e-05	9.52817e-06	0.000303264	0.000350701	0.000125128	0.00018871	0.000112113	0.000142248	7.4455e-05	8.22248e-05	2.38362e-05	0.0	0.000263474	0.0	0.000221189	0.00014599	3.00225e-05	6.51239e-05	0.000437774	2.38521e-05	0.000101587	0.000329926	0.000232408	3.06174e-05	3.47516e-05	0.0	0.000340884	0.00026805	0.000154436	2.44492e-05	0.000345097	7.95389e-05	0.000146118	0.000411771	2.09081e-05	9.371e-05	0.000163109	9.89569e-06	0.000342112	0.000336786
PWY-6071:_superpathway_of_phenylethylamine_degradation	0.0	2.28858e-05	0.0	1.01227e-05	3.02404e-05	4.49142e-06	0.0	6.15753e-05	7.76564e-06	0.0	0.0	5.88911e-06	1.4177e-06	0.0	0.0	0.0	0.0	1.67132e-06	0.0	0.0	0.0	1.23482e-05	0.0	0.0	0.0	1.30284e-06	0.0	0.0	0.0	8.74235e-06	3.52482e-05	2.65585e-05	0.0	7.57755e-06	0.0	2.93221e-06	3.35634e-05	2.02979e-05	2.29153e-07	3.93874e-05	2.80833e-06	2.72995e-06	1.05484e-06	0.0	3.1978e-06	3.13727e-05	0.0	9.66897e-06	0.000129106
PWY-6107:_chlorosalicylate_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3419e-05	0.0	0.0	0.0	0.0	3.494e-06	0.0	0.0	5.99617e-06	0.0	0.0	0.0	0.0	0.0	1.66665e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23174e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45332e-07	4.92153e-06	0.0	8.62405e-07	0.0	0.0	1.05306e-07	0.0
PWY-6113:_superpathway_of_mycolate_biosynthesis	9.37694e-05	0.000169221	6.10956e-05	4.20758e-05	7.82569e-05	0.000269313	0.0	0.00024918	0.000111343	4.44486e-05	4.39214e-06	0.000352654	0.000202727	0.000120786	0.0	0.000160004	0.000167572	9.1783e-05	5.07449e-05	2.85698e-05	0.0	0.000315664	0.0	0.0	0.000234247	4.0207e-05	7.61242e-05	0.0	0.0	0.0	0.000276587	0.000123635	0.0	1.01984e-05	0.0	0.000165977	0.000178363	0.000174055	2.24791e-05	0.000354376	8.59027e-05	3.46036e-05	0.000215189	2.51572e-05	8.57316e-05	1.4613e-05	1.38826e-05	7.5547e-05	0.000166496
PWY-6121:_5-aminoimidazole_ribonucleotide_biosynthesis_I	0.000178585	0.000252771	0.000110182	0.000140191	6.84686e-05	0.000406947	0.0	0.000198734	0.000309847	0.000205082	0.000206071	0.000653652	0.00021538	0.000482409	0.000440657	0.000252816	0.000367909	0.000453779	0.00036437	7.26184e-05	0.0	0.000356437	0.0	0.000211215	0.000334718	0.000312166	0.000276958	0.000384719	0.000160851	0.000208614	0.000286416	0.000201417	0.000286272	2.93188e-05	0.000344616	0.000313728	0.0002576	0.000360824	0.000142819	0.000377819	0.000444216	0.000147697	0.000235962	8.02364e-05	0.000179298	7.80416e-05	2.94348e-05	0.000460063	0.000257275
PWY-6122:_5-aminoimidazole_ribonucleotide_biosynthesis_II	0.000227047	0.000323881	0.000188491	0.000137139	6.58906e-05	0.00079936	0.0	0.000191801	0.000488596	0.000219123	0.000191968	0.000634451	0.000205506	0.000757932	0.000527359	0.000501745	0.000612183	0.000417977	0.00038101	8.07874e-05	0.0	0.000574967	0.0	0.000190784	0.000680276	0.000758829	0.000548808	0.000421801	0.000170381	0.000202952	0.000302883	0.000196393	0.000285442	3.06583e-05	0.000332671	0.000412512	0.000262497	0.000429322	0.000138992	0.000354436	0.000434508	0.000145136	0.000223216	9.1827e-05	0.000194591	8.5671e-05	4.26687e-05	0.000484278	0.000253654
PWY-6123:_inosine-5'-phosphate_biosynthesis_I	0.000230692	0.00030226	0.000208544	0.000158699	7.68553e-05	0.00094371	0.0	0.000217628	0.00043672	0.00019014	6.26501e-05	0.000624008	0.000226162	0.000682481	0.000447041	0.000443884	0.000577779	0.000317844	0.00028993	5.67163e-05	0.0	0.000642227	0.0	0.000368236	0.000720419	0.000804626	0.000544864	0.000329986	0.000171513	0.000191573	0.000307017	0.000198252	0.000295025	3.3068e-05	0.000444437	0.000393876	0.000285231	0.00037924	0.000101739	0.00036965	0.000130434	0.000147992	0.000263092	5.34085e-05	0.000164387	7.45318e-05	4.57504e-05	0.000446923	0.000214195
PWY-6124:_inosine-5'-phosphate_biosynthesis_II	0.000214819	0.000284587	0.000197275	0.000152942	9.16571e-05	0.000896182	0.0	0.000241251	0.000413882	0.000176042	5.3942e-05	0.000584183	0.000239857	0.000642718	0.000422968	0.000418051	0.000541877	0.00028071	0.000264682	5.11911e-05	0.0	0.000608002	0.0	0.000329097	0.000673606	0.000772771	0.000513471	0.000307251	0.000162784	0.000203365	0.000295193	0.000217085	0.000285126	4.05506e-05	0.000342604	0.000379978	0.000271979	0.000356159	9.28361e-05	0.000354785	9.51167e-05	0.000143604	0.000283372	4.70954e-05	0.000152951	8.14493e-05	4.36258e-05	0.000441164	0.000237148
PWY-6125:_superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_II	0.000151923	0.000172255	2.86554e-05	6.47702e-05	8.95207e-05	0.000238995	0.0	0.000262535	0.000210531	0.000152206	0.000122189	0.000744183	0.00011428	0.00026038	0.000286987	0.000215696	0.000266755	0.000306913	0.000178518	1.15869e-05	0.0	0.00030742	0.0	0.000317924	0.000273292	0.000105208	0.00016974	0.000285062	0.000179409	0.00020424	0.000290346	0.000210118	0.000281737	5.01721e-05	0.000338393	0.000314111	0.000208924	0.000246707	9.25003e-05	0.000365115	0.000179575	0.000138343	0.000100556	4.50623e-05	0.000135631	0.000131892	1.73132e-05	0.000369025	0.000237626
PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	0.000183619	0.000216251	4.61816e-05	8.25918e-05	8.33518e-05	0.000311962	0.0	0.000209527	0.000302699	0.000248239	0.000214052	0.00093348	0.000137731	0.000338183	0.000328183	0.000261506	0.000307017	0.000442016	0.000233299	6.73667e-05	0.0	0.000378222	0.0	0.00044317	0.000353614	0.000298599	0.000248499	0.000297431	0.000166348	0.00021804	0.000332054	0.000205304	0.000314037	3.84239e-05	0.00029968	0.0003702	0.000253358	0.000301829	0.000115117	0.000401108	0.000432677	0.000143402	0.000127429	7.39912e-05	0.000161053	0.000104907	2.18554e-05	0.000424426	0.00023443
PWY-6138:_CMP-N-acetylneuraminate_biosynthesis_I_(eukaryotes)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.28906e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6143:_CMP-pseudaminate_biosynthesis	3.09038e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.61398e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06794e-06	0.0	0.0	0.0
PWY-6145:_superpathway_of_sialic_acids_and_CMP-sialic_acids_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16035e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147:_6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_I	0.000124698	0.000315129	0.00018435	0.000141472	9.23191e-05	0.000534605	0.0	0.000205735	0.000415359	0.000167088	9.42596e-05	0.000743133	0.000307931	0.000539003	0.00032808	0.000329846	9.26615e-05	0.000677844	0.000308786	6.25047e-05	0.0	0.000553464	0.0	0.000240887	0.000281464	0.000482293	0.000277756	0.000118333	0.000219533	0.000265154	0.000201508	0.000330046	0.000386327	6.54523e-05	0.000686077	0.00029597	0.000229095	0.000389422	8.56875e-05	0.000314475	0.000473707	0.000161858	0.000332281	5.32474e-05	0.000105787	7.0845e-05	2.20606e-05	0.000406835	0.000317735
PWY-6151:_S-adenosyl-L-methionine_cycle_I	0.000245576	0.000318288	0.000173663	6.83612e-05	6.56614e-05	0.000815731	0.0	0.000127928	0.000506668	0.000167033	0.000158831	0.000659985	0.000289082	0.000717512	0.0004825	0.000514685	0.000610051	0.000702932	0.000467132	8.32923e-05	0.0	0.000565047	0.0	0.000197296	0.000651282	0.000740662	0.000541056	0.000338043	0.000166946	0.000175922	0.000263737	0.000197416	0.00029724	3.40751e-05	0.000469588	0.000413184	0.000241363	0.000402323	0.000118797	0.000332202	0.000460477	0.000114762	0.000301505	8.44339e-05	0.000203199	8.9293e-05	4.90515e-05	0.000276797	0.000265881
PWY-6163:_chorismate_biosynthesis_from_3-dehydroquinate	0.000218069	0.000277194	0.000119705	0.000133083	6.27783e-05	0.000530445	0.0	0.000186253	0.000399008	0.000221797	0.000136383	0.000600748	0.00022598	0.000521945	0.000413429	0.000420193	0.000494634	0.000511278	0.000349814	4.78665e-05	0.0	0.000484775	0.0	0.000261938	0.000493445	0.000497312	0.000349087	0.000300779	5.59067e-05	0.000167264	0.000359227	0.000193438	7.10041e-05	3.26172e-05	0.000144046	0.000311412	0.000241269	0.000378674	0.000137388	0.000284265	0.000319556	0.000150509	0.000251602	6.23164e-05	0.000170614	8.21102e-05	3.41973e-05	0.000481044	0.000221498
PWY-6168:_flavin_biosynthesis_III_(fungi)	0.000136439	0.000185306	3.66647e-05	9.77753e-05	5.23192e-05	5.72042e-05	0.0	0.000157061	0.000222673	0.000162233	4.96834e-05	0.000172306	0.000243379	0.000151024	5.88497e-05	3.85718e-05	0.000132996	0.000377919	0.000160719	1.78287e-05	0.0	0.000164757	0.0	0.000308025	6.09371e-05	0.000202899	5.60891e-05	0.000236676	0.000203865	0.000216419	0.000256975	0.000226605	0.000305123	4.2834e-05	0.000435603	0.000327311	0.000238535	0.000238874	7.4103e-05	0.00022376	0.000152653	0.00012654	0.000282524	1.66907e-05	0.00013751	9.00282e-05	5.71234e-06	0.000320038	0.000250337
PWY-6182:_superpathway_of_salicylate_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53587e-05	0.0	0.0	0.0	0.0	3.95719e-06	0.0	0.0	1.47513e-05	0.0	0.0	0.0	0.0	0.0	1.42806e-05	0.0	3.71456e-05	0.0	0.0	0.0	0.0	0.0	1.60742e-06	8.32936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01685e-07	5.01783e-06	0.0	0.0	0.0	0.0	1.7685e-07	0.0
PWY-6185:_4-methylcatechol_degradation_(ortho_cleavage)	0.0	0.0	6.89656e-06	0.0	0.0	0.0	0.0	3.3355e-05	0.0	1.22623e-06	0.0	0.0	5.46734e-06	0.0	0.0	2.36888e-05	0.0	0.0	0.0	0.0	0.0	1.71745e-05	0.0	3.94004e-05	0.0	0.0	0.0	0.0	0.0	1.44825e-06	1.20699e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.47153e-06	0.0	0.0	3.1628e-07	5.45301e-07	5.11449e-06	0.0	4.0557e-07	0.0	0.0	1.28625e-06	0.0
PWY-6215:_4-chlorobenzoate_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55108e-07	0.0
PWY-621:_sucrose_degradation_III_(sucrose_invertase)	0.000130591	8.17532e-05	5.17954e-05	7.28957e-05	0.000110307	0.000242778	0.0	0.000469645	7.08854e-05	4.33167e-05	1.00786e-05	0.000582343	0.000654892	8.56559e-05	0.00012739	0.000105473	0.000106296	5.72809e-05	9.37488e-05	2.61413e-05	0.0	0.000202977	0.0	0.000454653	0.000181954	9.28258e-05	6.9118e-05	0.000774177	0.000149164	0.000144082	0.000146155	0.000262081	0.00025992	1.09313e-05	0.000451551	0.000163546	0.000144481	0.000101577	6.96055e-05	0.000637602	5.78177e-05	0.000106727	0.000636427	2.86845e-05	8.69334e-05	9.8746e-05	1.51056e-05	0.000201007	0.000409361
PWY-622:_starch_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.70402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70499e-06	0.0
PWY-6263:_superpathway_of_menaquinol-8_biosynthesis_II	3.02091e-05	8.89058e-05	0.0	0.0	0.0	2.07219e-05	0.0	0.0	7.13497e-05	0.0	0.0	0.0	0.0	3.29853e-05	0.0	0.0	0.0	5.84823e-05	0.0	2.60526e-06	0.0	0.0	0.0	0.0	9.85003e-06	5.28977e-06	0.0	0.0	0.0	1.31691e-05	4.31365e-05	0.0	0.0	0.0	0.0	5.30522e-06	5.60888e-06	0.000104189	0.0	0.0	4.27278e-07	0.0	0.0	6.80563e-06	7.72889e-07	5.02286e-05	3.40127e-06	0.0	0.0
PWY-6269:_adenosylcobalamin_salvage_from_cobinamide_II	0.0	1.52009e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.20187e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21352e-05	3.81807e-05	0.0	2.83713e-05	8.63494e-05	0.0	0.0	0.0	0.0	0.0	0.000321728	0.0
PWY-6270:_isoprene_biosynthesis_I	8.01805e-05	0.000242719	0.000106036	6.48735e-05	3.86914e-05	0.000404577	0.0	0.000137966	0.000116802	9.75874e-05	0.000145052	0.000139706	3.26567e-05	0.000289233	0.000224415	0.000241982	0.000212276	0.000285669	9.75645e-05	5.71541e-05	0.0	0.000326542	0.0	0.000165358	0.000271343	2.02234e-05	3.91555e-05	0.000161141	0.000153612	0.000182661	0.00022198	0.000126698	0.000290976	2.34704e-05	0.000319311	0.000305026	0.00020692	0.000282662	9.96057e-05	0.000158744	0.000432513	0.00012317	5.91523e-05	6.83914e-05	8.14774e-05	5.62022e-05	1.17773e-05	0.000247473	6.80276e-05
PWY-6277:_superpathway_of_5-aminoimidazole_ribonucleotide_biosynthesis	0.000227047	0.000323881	0.000188491	0.000137139	6.58906e-05	0.00079936	0.0	0.000191801	0.000488596	0.000219123	0.000191968	0.000634451	0.000205506	0.000757932	0.000527359	0.000501745	0.000612183	0.000417977	0.00038101	8.07874e-05	0.0	0.000574967	0.0	0.000190784	0.000680276	0.000758829	0.000548808	0.000421801	0.000170381	0.000202952	0.000302883	0.000196393	0.000285442	3.06583e-05	0.000332671	0.000412512	0.000262497	0.000429322	0.000138992	0.000354436	0.000434508	0.000145136	0.000223216	9.1827e-05	0.000194591	8.5671e-05	4.26687e-05	0.000484278	0.000253654
PWY-6282:_palmitoleate_biosynthesis_I_(from_(5Z)-dodec-5-enoate)	7.73083e-05	0.000152075	4.94752e-05	6.86633e-05	8.76354e-05	0.000243924	0.0	0.000261453	0.000103164	4.62331e-05	3.64853e-06	0.000334648	0.000346394	0.000145875	0.000208705	0.00015064	0.000175737	7.70747e-05	4.2614e-05	2.61421e-05	0.0	0.00031708	0.0	0.000347004	0.000200731	2.931e-05	7.90652e-05	0.000432976	2.35294e-05	9.81587e-05	0.000317645	0.000225196	3.0343e-05	3.33803e-05	0.0	0.000317465	0.000251274	0.000162885	2.38609e-05	0.000368801	8.13836e-05	0.000136884	0.000401634	2.05309e-05	9.2146e-05	0.000155104	1.13062e-05	0.000329909	0.000331691
PWY-6284:_superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli)	8.34188e-05	0.000118376	5.28869e-05	1.79275e-05	7.17391e-05	0.000261526	0.0	0.000180163	6.0056e-05	2.13e-05	4.0413e-06	0.000339234	0.000210175	4.86285e-05	0.0	0.000112096	8.72865e-05	5.29546e-05	4.6897e-05	2.22645e-05	0.0	0.000209631	0.0	0.0	0.000217497	3.24438e-05	3.60119e-05	0.00029273	0.0	0.0	0.000176391	6.87866e-05	0.0	4.01347e-06	0.0	7.33277e-05	9.66516e-05	0.00010375	9.95861e-06	0.000313448	4.47299e-05	1.20732e-05	0.000174882	2.20443e-05	4.13963e-05	4.85483e-06	1.05933e-05	2.50536e-05	7.80929e-05
PWY-6285:_superpathway_of_fatty_acids_biosynthesis_(E._coli)	6.42958e-05	0.000137122	5.61188e-05	3.01354e-05	7.70386e-05	0.000225717	0.0	0.000215358	6.17829e-05	3.2754e-05	0.0	0.000321532	0.000263369	0.0	0.0	0.0	0.000120282	6.77029e-05	0.0	0.0	0.0	0.000262544	0.0	0.0	9.07178e-05	3.47211e-05	5.2311e-05	0.000321643	0.0	0.0	0.000232701	0.00010762	0.0	7.21397e-06	0.0	0.000121546	0.000142645	0.000131967	1.53615e-05	0.000344604	6.21351e-05	2.23356e-05	0.000244649	7.61583e-06	4.28126e-05	9.3982e-06	1.27543e-05	4.71362e-05	0.000125181
PWY-6305:_putrescine_biosynthesis_IV	5.03748e-05	7.26206e-05	3.00502e-05	2.40912e-05	1.83687e-05	7.54096e-05	0.0	0.000131743	5.65585e-05	2.89537e-05	0.0	6.86e-05	0.000188707	3.83235e-05	7.724e-05	3.42221e-05	0.000100898	3.93756e-05	5.79192e-05	1.44485e-05	0.0	8.41745e-05	0.0	0.0	5.50039e-05	5.20785e-05	8.27752e-05	0.000115764	0.000162462	0.000147441	0.00014388	0.000130675	0.000255007	2.65465e-05	0.000322289	0.000202454	0.00012822	5.79197e-05	1.22868e-05	8.71452e-05	2.59749e-05	5.00771e-05	0.000227523	2.1892e-05	3.81902e-05	4.59371e-05	3.61755e-06	8.23983e-05	0.000173564
PWY-6307:_L-tryptophan_degradation_X_(mammalian,_via_tryptamine)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0985e-06	0.0	0.0	0.0	0.0	4.0012e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.07885e-07	6.61226e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6313:_serotonin_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18391e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0704e-06	8.44655e-07	0.0	0.0	0.0	0.0	8.13596e-07	0.0	0.0	9.16548e-07	0.0	0.0
PWY-6317:_galactose_degradation_I_(Leloir_pathway)	8.1792e-05	0.000110738	5.47993e-05	7.84388e-05	9.43722e-05	0.000297328	0.0	0.000174425	0.000118916	6.1188e-05	9.81745e-06	0.000422374	0.000252032	0.000150143	0.000228544	0.000189785	0.000197658	9.95819e-05	0.000130413	2.68104e-05	0.0	0.000210859	0.0	0.000175392	0.000203444	0.000169971	0.000140346	0.000331997	0.000169118	0.000210087	0.000300776	0.000194844	0.000292924	3.85053e-05	0.000401552	0.000243884	0.000227096	0.000128744	3.96393e-05	0.000388691	6.72736e-05	0.000129694	0.000289716	3.1365e-05	0.000113262	9.03944e-05	1.96051e-05	0.000226838	0.000198254
PWY-6318:_L-phenylalanine_degradation_IV_(mammalian,_via_side_chain)	6.4963e-06	1.82232e-06	0.0	3.62691e-05	1.54455e-05	2.06526e-05	0.0	0.000156605	1.74249e-05	0.0	0.0	0.00010279	2.02027e-05	0.0	0.0	2.8099e-05	3.02071e-05	3.99782e-06	0.0	0.0	0.0	6.18344e-05	0.0	0.00022136	6.51915e-06	9.88482e-06	0.0	0.000226767	0.000231298	0.00018762	0.00015344	0.000152552	0.000385775	1.1244e-05	0.000405105	0.000193803	0.000226107	3.44939e-06	8.36395e-07	9.51459e-06	1.84089e-05	1.39482e-05	2.65951e-05	5.73511e-07	2.31945e-06	6.76093e-05	2.12331e-06	5.9924e-06	4.40885e-07
PWY-6342:_noradrenaline_and_adrenaline_degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.65417e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
